,raw_risk_score,risk_percentile,intervention_tier
70,0.9905111060937605,92.9471032745592,Tier 1: Top 10% Risk (Immediate Action)
3437,0.9900692689592907,92.82115869017632,Tier 1: Top 10% Risk (Immediate Action)
2688,0.9899306718519002,92.69521410579345,Tier 1: Top 10% Risk (Immediate Action)
526,0.9897962391180378,92.56926952141058,Tier 1: Top 10% Risk (Immediate Action)
253,0.9897062554160151,92.44332493702771,Tier 1: Top 10% Risk (Immediate Action)
736,0.9893706691104616,92.31738035264485,Tier 1: Top 10% Risk (Immediate Action)
4185,0.9886213849925136,92.19143576826197,Tier 1: Top 10% Risk (Immediate Action)
2695,0.9882491982974337,92.06549118387909,Tier 1: Top 10% Risk (Immediate Action)
3573,0.9880116671141862,91.93954659949623,Tier 1: Top 10% Risk (Immediate Action)
2733,0.9871757620221819,91.81360201511335,Tier 1: Top 10% Risk (Immediate Action)
2563,0.9868623682602539,91.68765743073047,Tier 1: Top 10% Risk (Immediate Action)
1254,0.9867453723958589,91.5617128463476,Tier 1: Top 10% Risk (Immediate Action)
3325,0.9862605216690008,91.43576826196474,Tier 1: Top 10% Risk (Immediate Action)
4064,0.9859743811922164,91.30982367758187,Tier 1: Top 10% Risk (Immediate Action)
4037,0.9859607090465636,91.183879093199,Tier 1: Top 10% Risk (Immediate Action)
2360,0.9856597148508325,91.05793450881612,Tier 1: Top 10% Risk (Immediate Action)
2300,0.9852499511523549,90.93198992443325,Tier 1: Top 10% Risk (Immediate Action)
3625,0.9846342348765535,90.80604534005037,Tier 1: Top 10% Risk (Immediate Action)
2257,0.9845279416711621,90.6801007556675,Tier 1: Top 10% Risk (Immediate Action)
3356,0.9840455714274938,90.55415617128463,Tier 1: Top 10% Risk (Immediate Action)
3328,0.9829541252032695,90.42821158690177,Tier 1: Top 10% Risk (Immediate Action)
2844,0.9825096734075325,90.30226700251889,Tier 1: Top 10% Risk (Immediate Action)
1822,0.9809850037223773,90.17632241813602,Tier 1: Top 10% Risk (Immediate Action)
1884,0.9798126144431527,90.05037783375315,Tier 1: Top 10% Risk (Immediate Action)
1581,0.9794559909924321,89.92443324937027,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4281,0.9782838359082893,89.7984886649874,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2395,0.977915606895804,89.67254408060454,Tier 2: Top 25% Risk (Email & Advisor Meeting)
441,0.9769954554974084,89.54659949622166,Tier 2: Top 25% Risk (Email & Advisor Meeting)
924,0.9769730274367939,89.4206549118388,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3933,0.9756076826651291,89.29471032745592,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2110,0.9734871472356253,89.16876574307305,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3779,0.9718202580834375,89.04282115869017,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1594,0.9707332921741597,88.9168765743073,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2366,0.9705907952739969,88.79093198992443,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3544,0.9699340535863902,88.66498740554157,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2106,0.9687554633556243,88.53904282115869,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4132,0.9680444325912745,88.41309823677582,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2782,0.9673771932041557,88.28715365239294,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2197,0.9667289480215554,88.16120906801007,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3899,0.96649841239881,88.0352644836272,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2725,0.9659927313544019,87.90931989924434,Tier 2: Top 25% Risk (Email & Advisor Meeting)
191,0.9654199330162125,87.78337531486146,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2511,0.9642302547649502,87.6574307304786,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2673,0.9638858127103664,87.53148614609572,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4172,0.9636662799778645,87.40554156171285,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2567,0.9636203415631394,87.27959697732997,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3646,0.9634565385711243,87.1536523929471,Tier 2: Top 25% Risk (Email & Advisor Meeting)
558,0.9630731484660167,87.02770780856423,Tier 2: Top 25% Risk (Email & Advisor Meeting)
89,0.9610399426667396,86.90176322418137,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1333,0.9606257630476115,86.77581863979849,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3461,0.9605823374161816,86.64987405541562,Tier 2: Top 25% Risk (Email & Advisor Meeting)
729,0.9604024297889263,86.52392947103274,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2872,0.9598962769856512,86.39798488664987,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3194,0.9591146179925604,86.272040302267,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2196,0.9589259499018834,86.14609571788414,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2490,0.9585495944909957,86.02015113350126,Tier 2: Top 25% Risk (Email & Advisor Meeting)
805,0.9581025118484663,85.8942065491184,Tier 2: Top 25% Risk (Email & Advisor Meeting)
561,0.9580320921413517,85.76826196473552,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1771,0.9569639438894886,85.64231738035264,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1733,0.9568186973413537,85.51637279596977,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1436,0.956340853364371,85.3904282115869,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2151,0.9557686497861438,85.26448362720403,Tier 2: Top 25% Risk (Email & Advisor Meeting)
401,0.9541535645492107,85.13853904282117,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3389,0.9539940953477462,85.01259445843829,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1849,0.95388875999477,84.88664987405542,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3610,0.9536525730618757,84.76070528967254,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3218,0.9528863378912497,84.63476070528966,Tier 2: Top 25% Risk (Email & Advisor Meeting)
930,0.9527800605609169,84.5088161209068,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3412,0.9524205239423366,84.38287153652394,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3343,0.9522614243698501,84.25692695214106,Tier 2: Top 25% Risk (Email & Advisor Meeting)
346,0.9509059609505016,84.1309823677582,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1794,0.9507116125661724,84.00503778337531,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1103,0.9505887067242617,83.87909319899244,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2587,0.9505547945646147,83.75314861460957,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3596,0.9485336766509634,83.6272040302267,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2598,0.9474645731730693,83.50125944584383,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3451,0.9471215870535069,83.37531486146096,Tier 2: Top 25% Risk (Email & Advisor Meeting)
697,0.946794981853117,83.24937027707809,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1895,0.9467681825921481,83.12342569269522,Tier 2: Top 25% Risk (Email & Advisor Meeting)
367,0.9457739372767174,82.99748110831234,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4373,0.9447374538229831,82.87153652392946,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2837,0.9429891581681836,82.7455919395466,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1880,0.9422362828994312,82.61964735516372,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3523,0.9405858239877425,82.49370277078086,Tier 2: Top 25% Risk (Email & Advisor Meeting)
116,0.9393559666739453,82.36775818639799,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2024,0.9387346311686622,82.24181360201511,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3894,0.9380602759499218,82.11586901763224,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2544,0.9345429414335232,81.98992443324937,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2321,0.9343683600828236,81.86397984886649,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2108,0.9320655606147921,81.73803526448363,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3715,0.9315582175891873,81.61209068010076,Tier 2: Top 25% Risk (Email & Advisor Meeting)
505,0.9311134577600764,81.48614609571788,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3366,0.9308574141725011,81.36020151133502,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2809,0.9291804609076618,81.23425692695214,Tier 2: Top 25% Risk (Email & Advisor Meeting)
651,0.9273742301365003,81.10831234256926,Tier 2: Top 25% Risk (Email & Advisor Meeting)
427,0.9249121408602604,80.9823677581864,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1563,0.9245459807080514,80.85642317380352,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3384,0.9229432610490041,80.73047858942066,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3051,0.9224125803021139,80.60453400503779,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1750,0.9217513138301535,80.47858942065491,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2035,0.9203560274442942,80.35264483627203,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3594,0.920339622974196,80.22670025188917,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3632,0.9187566237917303,80.10075566750629,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3085,0.9185914578183006,79.97481108312343,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1970,0.9182609958538377,79.84886649874056,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4198,0.9174388124561652,79.72292191435768,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2594,0.9148356251071241,79.59697732997482,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2859,0.9143398676858682,79.47103274559194,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2392,0.9126444396745056,79.34508816120906,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3785,0.9124375473690414,79.2191435768262,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1976,0.9121569602952511,79.09319899244332,Tier 2: Top 25% Risk (Email & Advisor Meeting)
591,0.9119231644600237,78.96725440806046,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3560,0.9045868647556038,78.84130982367759,Tier 2: Top 25% Risk (Email & Advisor Meeting)
152,0.9045048926091237,78.71536523929471,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2412,0.9035451096471953,78.58942065491183,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2346,0.9031217944775083,78.46347607052897,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3007,0.9010297568416494,78.33753148614609,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3659,0.8979722535343975,78.21158690176321,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1102,0.8977386706326247,78.08564231738035,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4234,0.8951451626572243,77.95969773299748,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1471,0.8946752396241242,77.83375314861462,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1967,0.8942015267726694,77.70780856423174,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4011,0.8917814295121941,77.58186397984886,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1954,0.8892533502363394,77.455919395466,Tier 2: Top 25% Risk (Email & Advisor Meeting)
556,0.8892364024657974,77.32997481108312,Tier 2: Top 25% Risk (Email & Advisor Meeting)
362,0.8889964376536389,77.20403022670025,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2234,0.8882114150762469,77.07808564231739,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4081,0.8879005677685647,76.95214105793451,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1705,0.8852961921882457,76.82619647355163,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2840,0.8849304303285659,76.70025188916877,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2772,0.8840432799635214,76.57430730478589,Tier 2: Top 25% Risk (Email & Advisor Meeting)
573,0.8823245369651284,76.44836272040301,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3463,0.8806165841151784,76.32241813602015,Tier 2: Top 25% Risk (Email & Advisor Meeting)
4148,0.8805429344608426,76.19647355163728,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1088,0.8799142526980032,76.0705289672544,Tier 2: Top 25% Risk (Email & Advisor Meeting)
45,0.8796593902083151,75.94458438287154,Tier 2: Top 25% Risk (Email & Advisor Meeting)
837,0.878121645721197,75.81863979848866,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3529,0.8738698944850211,75.6926952141058,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2445,0.8729634351649898,75.56675062972292,Tier 2: Top 25% Risk (Email & Advisor Meeting)
2193,0.8719611360951353,75.44080604534005,Tier 2: Top 25% Risk (Email & Advisor Meeting)
975,0.8718077581890759,75.31486146095719,Tier 2: Top 25% Risk (Email & Advisor Meeting)
1268,0.8701921512459788,75.18891687657431,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3159,0.8685669437423414,75.06297229219143,Tier 2: Top 25% Risk (Email & Advisor Meeting)
3940,0.8663206161529183,74.93702770780857,Tier 3: Above Average Risk (Watchlist)
1821,0.8598698983527434,74.81108312342569,Tier 3: Above Average Risk (Watchlist)
3778,0.8594927719133821,74.68513853904281,Tier 3: Above Average Risk (Watchlist)
2877,0.8585001058780759,74.55919395465995,Tier 3: Above Average Risk (Watchlist)
4354,0.8570028176815048,74.43324937027708,Tier 3: Above Average Risk (Watchlist)
2601,0.8560631797423468,74.3073047858942,Tier 3: Above Average Risk (Watchlist)
1503,0.851665681847457,74.18136020151134,Tier 3: Above Average Risk (Watchlist)
1837,0.851018616160532,74.05541561712846,Tier 3: Above Average Risk (Watchlist)
1428,0.848936295402995,73.9294710327456,Tier 3: Above Average Risk (Watchlist)
4186,0.8486902953380561,73.80352644836272,Tier 3: Above Average Risk (Watchlist)
774,0.847528403754163,73.67758186397985,Tier 3: Above Average Risk (Watchlist)
2722,0.8466957815759663,73.55163727959699,Tier 3: Above Average Risk (Watchlist)
3441,0.8463773496145685,73.42569269521411,Tier 3: Above Average Risk (Watchlist)
2697,0.845254961758704,73.29974811083123,Tier 3: Above Average Risk (Watchlist)
1299,0.8447646368594874,73.17380352644837,Tier 3: Above Average Risk (Watchlist)
642,0.8444870755233425,73.04785894206549,Tier 3: Above Average Risk (Watchlist)
963,0.843584311887664,72.92191435768261,Tier 3: Above Average Risk (Watchlist)
2762,0.8424935200872185,72.79596977329975,Tier 3: Above Average Risk (Watchlist)
1458,0.8407691447926822,72.67002518891688,Tier 3: Above Average Risk (Watchlist)
391,0.8396671799979094,72.544080604534,Tier 3: Above Average Risk (Watchlist)
1785,0.8387291743539567,72.41813602015114,Tier 3: Above Average Risk (Watchlist)
3240,0.8370466608457948,72.29219143576826,Tier 3: Above Average Risk (Watchlist)
1326,0.8369538846355017,72.16624685138538,Tier 3: Above Average Risk (Watchlist)
1827,0.835722079817069,72.04030226700252,Tier 3: Above Average Risk (Watchlist)
969,0.8347858748389975,71.91435768261965,Tier 3: Above Average Risk (Watchlist)
2281,0.8345810828574549,71.78841309823679,Tier 3: Above Average Risk (Watchlist)
1153,0.8343363363536441,71.66246851385391,Tier 3: Above Average Risk (Watchlist)
2554,0.8334363905124981,71.53652392947103,Tier 3: Above Average Risk (Watchlist)
3339,0.8334018442408753,71.41057934508817,Tier 3: Above Average Risk (Watchlist)
4235,0.8328958500057446,71.28463476070529,Tier 3: Above Average Risk (Watchlist)
3192,0.8328015602762838,71.15869017632241,Tier 3: Above Average Risk (Watchlist)
1535,0.8304669405591387,71.03274559193954,Tier 3: Above Average Risk (Watchlist)
637,0.8304476238700041,70.90680100755668,Tier 3: Above Average Risk (Watchlist)
1316,0.829831149153675,70.7808564231738,Tier 3: Above Average Risk (Watchlist)
382,0.8291825987609103,70.65491183879094,Tier 3: Above Average Risk (Watchlist)
4124,0.8278594039862949,70.52896725440806,Tier 3: Above Average Risk (Watchlist)
4180,0.8275275208799576,70.40302267002518,Tier 3: Above Average Risk (Watchlist)
4343,0.827503455378908,70.27707808564232,Tier 3: Above Average Risk (Watchlist)
500,0.8209493755476894,70.15113350125944,Tier 3: Above Average Risk (Watchlist)
4143,0.8205882606302946,70.02518891687657,Tier 3: Above Average Risk (Watchlist)
4192,0.8199134417470437,69.89924433249371,Tier 3: Above Average Risk (Watchlist)
2986,0.8189815201100511,69.77329974811083,Tier 3: Above Average Risk (Watchlist)
3196,0.817652082141975,69.64735516372797,Tier 3: Above Average Risk (Watchlist)
1113,0.8148571391796299,69.52141057934509,Tier 3: Above Average Risk (Watchlist)
2668,0.8140250398973047,69.39546599496221,Tier 3: Above Average Risk (Watchlist)
117,0.8136328603025922,69.26952141057934,Tier 3: Above Average Risk (Watchlist)
2759,0.8135586553943012,69.14357682619648,Tier 3: Above Average Risk (Watchlist)
2721,0.8120569830436111,69.0176322418136,Tier 3: Above Average Risk (Watchlist)
1713,0.8110208656848978,68.89168765743074,Tier 3: Above Average Risk (Watchlist)
719,0.8095908269962712,68.76574307304786,Tier 3: Above Average Risk (Watchlist)
1152,0.8078313087308939,68.63979848866498,Tier 3: Above Average Risk (Watchlist)
4147,0.8029575456360699,68.51385390428212,Tier 3: Above Average Risk (Watchlist)
3841,0.8027027752671072,68.38790931989924,Tier 3: Above Average Risk (Watchlist)
2650,0.799857312141738,68.26196473551637,Tier 3: Above Average Risk (Watchlist)
3155,0.7992794971195171,68.13602015113351,Tier 3: Above Average Risk (Watchlist)
3935,0.7950538454896616,68.01007556675063,Tier 3: Above Average Risk (Watchlist)
2921,0.7913977617746177,67.88413098236776,Tier 3: Above Average Risk (Watchlist)
2488,0.7906558121620278,67.75818639798489,Tier 3: Above Average Risk (Watchlist)
3741,0.7903746006385838,67.63224181360201,Tier 3: Above Average Risk (Watchlist)
4170,0.7894947509845025,67.50629722921914,Tier 3: Above Average Risk (Watchlist)
873,0.7883017494014534,67.38035264483628,Tier 3: Above Average Risk (Watchlist)
4320,0.7880878048815548,67.2544080604534,Tier 3: Above Average Risk (Watchlist)
4082,0.7875370443195272,67.12846347607054,Tier 3: Above Average Risk (Watchlist)
2824,0.7874902060283584,67.00251889168766,Tier 3: Above Average Risk (Watchlist)
983,0.783486759535226,66.87657430730478,Tier 3: Above Average Risk (Watchlist)
3531,0.7787424723035079,66.75062972292191,Tier 3: Above Average Risk (Watchlist)
2457,0.7774440348304347,66.62468513853904,Tier 3: Above Average Risk (Watchlist)
1773,0.7770004439530935,66.49874055415617,Tier 3: Above Average Risk (Watchlist)
3282,0.7764048840913019,66.3727959697733,Tier 3: Above Average Risk (Watchlist)
2383,0.7754691146385673,66.24685138539043,Tier 3: Above Average Risk (Watchlist)
1710,0.7717993711708531,66.12090680100756,Tier 3: Above Average Risk (Watchlist)
3119,0.7715932658944376,65.99496221662469,Tier 3: Above Average Risk (Watchlist)
1511,0.7707703790786818,65.8690176322418,Tier 3: Above Average Risk (Watchlist)
2896,0.769406527419768,65.74307304785894,Tier 3: Above Average Risk (Watchlist)
3542,0.7686444924530486,65.61712846347606,Tier 3: Above Average Risk (Watchlist)
4406,0.7667704531331094,65.4911838790932,Tier 3: Above Average Risk (Watchlist)
2764,0.7659278936354553,65.36523929471034,Tier 3: Above Average Risk (Watchlist)
2787,0.763319222925406,65.23929471032746,Tier 3: Above Average Risk (Watchlist)
4228,0.7631348766483907,65.11335012594458,Tier 3: Above Average Risk (Watchlist)
2586,0.762765474676911,64.98740554156171,Tier 3: Above Average Risk (Watchlist)
2264,0.7622088634737059,64.86146095717883,Tier 3: Above Average Risk (Watchlist)
32,0.761656183586239,64.73551637279597,Tier 3: Above Average Risk (Watchlist)
1896,0.7572137244456005,64.6095717884131,Tier 3: Above Average Risk (Watchlist)
2208,0.7548351580590765,64.48362720403023,Tier 3: Above Average Risk (Watchlist)
29,0.7543295765623458,64.35768261964736,Tier 3: Above Average Risk (Watchlist)
1324,0.7522816483790427,64.23173803526448,Tier 3: Above Average Risk (Watchlist)
1680,0.7520025436874007,64.1057934508816,Tier 3: Above Average Risk (Watchlist)
2053,0.7507676553395988,63.97984886649874,Tier 3: Above Average Risk (Watchlist)
2236,0.7487988005210017,63.85390428211587,Tier 3: Above Average Risk (Watchlist)
4088,0.7471086767931445,63.72795969773299,Tier 3: Above Average Risk (Watchlist)
330,0.7455273654998018,63.60201511335013,Tier 3: Above Average Risk (Watchlist)
661,0.7438432908266129,63.476070528967256,Tier 3: Above Average Risk (Watchlist)
927,0.7426794438033285,63.35012594458438,Tier 3: Above Average Risk (Watchlist)
2761,0.7424650125376216,63.22418136020151,Tier 3: Above Average Risk (Watchlist)
4335,0.7419827299918444,63.09823677581864,Tier 3: Above Average Risk (Watchlist)
3267,0.7418174933895388,62.97229219143576,Tier 3: Above Average Risk (Watchlist)
3979,0.7412111214467713,62.8463476070529,Tier 3: Above Average Risk (Watchlist)
2470,0.7400708106859589,62.72040302267003,Tier 3: Above Average Risk (Watchlist)
440,0.7393883695443004,62.59445843828715,Tier 3: Above Average Risk (Watchlist)
908,0.7385142331014152,62.468513853904284,Tier 3: Above Average Risk (Watchlist)
3147,0.736209652489357,62.342569269521405,Tier 3: Above Average Risk (Watchlist)
166,0.7350628061549097,62.21662468513854,Tier 3: Above Average Risk (Watchlist)
2868,0.7350469013974179,62.09068010075567,Tier 3: Above Average Risk (Watchlist)
1120,0.7338596679949706,61.96473551637279,Tier 3: Above Average Risk (Watchlist)
2515,0.7336415073245528,61.83879093198993,Tier 3: Above Average Risk (Watchlist)
109,0.7330884643918052,61.712846347607055,Tier 3: Above Average Risk (Watchlist)
530,0.7328043498840279,61.586901763224176,Tier 3: Above Average Risk (Watchlist)
1462,0.7326933109878953,61.46095717884131,Tier 3: Above Average Risk (Watchlist)
1587,0.730658427768589,61.33501259445844,Tier 3: Above Average Risk (Watchlist)
3227,0.7305033003848803,61.20906801007556,Tier 3: Above Average Risk (Watchlist)
1968,0.7270539473557325,61.0831234256927,Tier 3: Above Average Risk (Watchlist)
2384,0.7269523185889691,60.957178841309826,Tier 3: Above Average Risk (Watchlist)
305,0.7226233613776408,60.83123425692695,Tier 3: Above Average Risk (Watchlist)
3067,0.721550231278377,60.70528967254408,Tier 3: Above Average Risk (Watchlist)
340,0.7180425344758192,60.579345088161205,Tier 3: Above Average Risk (Watchlist)
3183,0.717951775201633,60.45340050377834,Tier 3: Above Average Risk (Watchlist)
170,0.7170417175528145,60.32745591939547,Tier 3: Above Average Risk (Watchlist)
1727,0.7169288095561102,60.20151133501259,Tier 3: Above Average Risk (Watchlist)
1596,0.7158509521506142,60.075566750629726,Tier 3: Above Average Risk (Watchlist)
